KEY,"German"
Sub1_Theo_3_9_58,"Ein Dämon. Sie hat neulich ein Mädchen gebracht."
Sub1_Theo_3_9_59,"Ich habe es nicht angesehen, weil es mich nicht kümmert. "
Sub1_Theo_3_9_60,"Aber ich konnte etwas von dem erkennen, das du beschrieben hast. "
Sub1_Theo_3_9_61,"Aber ..."
Sub1_Theo_3_9_62,"Aber ...?"
Sub1_Theo_3_9_63,"... Nein."
Sub1_Theo_3_9_64,"(Theo versuchte etwas zu sagen, als er den Jungen zögern sah, hat sich dann aber doch still verbeugt.)"
Sub1_Theo_3_9_65,"Vielen Dank."
Sub1_Theo_3_9_66,"Danke, dass du die Unverschämtheit eines Menschen vergibst."
Sub1_Theo_3_9_67,"Ich bin dankbar für deine Gnade und Güte, die so schön wie der Schnee sind."
Sub1_Theo_3_9_68,"... Hmpf. Kein Grund, jetzt dampfzuplaudern ..."
Sub1_Theo_3_9_69,"Pavel."
Sub1_Theo_3_9_70,"??"
Sub1_Theo_3_9_71,"So heiße ich."
Sub1_Theo_3_9_72,"Es hat einhundert Winter gedauert."
Sub1_Theo_3_9_73,"Ich hoffe, dein Wunsch geht nach so langer Zeit in Erfüllung."
Sub1_Theo_3_9_74,"..."
Sub1_Theo_3_9_75,"Einhundert Winter ..."
Sub1_Theo_3_9_76,"Es gibt niemanden, der für einhundert Winter in einer Situation wie dieser war ... "
Sub1_Theo_3_9_77,"Ich bin Theo Phil Grayum, Ritter und Diener von Jane Gray der Republik der Grauen. "
Sub1_Theo_3_9_78,"Wenn es in Ordnung ist, würde ich gerne unsere Geschichte erzählen."
Sub1_Theo_4_1_1,"An diesem Tag ..."
Sub1_Theo_4_1_2,"Ich habe den Kurs der riesigen Waffe, die auf die Republik zugesteuert ist, geändert und bin gerannt gekommen."
Sub1_Theo_4_1_3,"Ich habe zahllose Stunden und Tage mit allem, was ich hatte, gekämpft."
Sub1_Theo_4_1_4,"Ich habe meinen Speer wieder und wieder geschwungen, bis das Blut an meinen Händen trocken wurde."
Sub1_Theo_4_1_5,"... Und trotzdem konnte ich sie nicht beschützen."
Sub1_Theo_4_1_6,"Ich wollte sie beschützen."
Sub1_Theo_4_1_7,"Ich hätte alles getan ..."
Sub1_Theo_4_1_8,"Ich wollte ..."
Sub1_Theo_4_1_9,"Ich wollte sie beschützen."
Sub1_Theo_4_2_1,"Halt!"
Sub1_Theo_4_2_2,"!?"
Sub1_Theo_4_3_1,"Tss. Schwächlinge."
Sub1_Theo_4_3_2,"!?"
Sub1_Theo_4_3_3,"Hm, was jetzt?"
Sub1_Theo_4_3_4,"Warum starrst du mich an? Möchtest du sterben?"
Sub1_Theo_4_3_5,"Dieser... Arm?!"
Sub1_Theo_4_3_6,"(Nie- ... Niemals. Das ist nicht er ...)"
Sub1_Theo_4_3_7,"Du wagst es, einfach so vor mir zu stehen?"
Sub1_Theo_4_3_8,"Du hast Mut!"
Sub1_Theo_4_4_1,"Du bist ziemlich gut!"
Sub1_Theo_4_4_2,"Na gut dann!"
Sub1_Theo_4_4_3,"Nimm das!"
Sub1_Theo_4_4_4,"Und das! "
Sub1_Theo_4_5_1,"(Kein Zweifel! Dieses Gefühl, diese Kraft!)"
Sub1_Theo_4_5_2,"(Ja, er gehört zu denen, die für den Zusammensturz der Republik der Grauen verantwortlich waren!)"
Sub1_Theo_4_5_3,"...Ha ... Ha ha ha! Ha ha ha ha!!!"
Sub1_Theo_4_5_4,"Stirb! Stirb! Stirb!"
Sub1_Theo_4_5_5,"Stromkraft!"
Sub1_Theo_4_5_6,"Haaa!"
Sub1_Theo_4_6_1,"*schnauf ... schnauf ...* Dieser Kerl ... ist stark ..."
Sub1_Theo_4_6_2,"*schnauf ... schnauf ...* Dieser Bastard ... er ist ziemlich stark ..."
Sub1_Theo_4_6_3,"Und was ist das für ein seltsamer Speer ...?"
Sub1_Theo_4_6_4,"Krrrr! Kwah!"
Sub1_Theo_4_6_5,"!?"
Sub1_Theo_4_6_6,"Verdammt! Aus dem Weg!"
Sub1_Theo_4_7_1,"Dein Arm ..."
Sub1_Theo_4_7_2,"Der hier? Was ist damit? Noch nie den Arm eines Dämon gesehen?"
Sub1_Theo_4_7_3,"Nimmst du es mir übel, neugierig zu sein?"
Sub1_Theo_4_7_4,"Ächz! Komm nicht gerade heraus wenn ... der Spaß beginnt."
Sub1_Theo_4_7_5,"??"
Sub1_Theo_4_7_6,"*schnauf ... schnauf ...* Vielen Dank."
Sub1_Theo_4_7_7,"Seine Macht war geschwächt, also konnte ich wieder herauskommen."
Sub1_Theo_4_7_8,"Hm ..."
Sub1_Theo_4_7_9,"Ha ha ... Es könnte schwer zu glauben sein."
Sub1_Theo_4_7_10,"Aber ich habe ein anderes Ego."
Sub1_Theo_4_7_11,"Dieser Kerl kommt heraus, wenn ich auf eine starke Macht anspreche,"
Sub1_Theo_4_7_12,"oder wenn die Macht des Dämon aktiviert wird."
Sub1_Theo_4_7_13,"Es sind also zwei von euch in einem Körper ..."
Sub1_Theo_4_7_14,"Ist das so?"
Sub1_Theo_4_7_15,"He he he!"
Sub1_Theo_4_7_16,"W-Wer ist es diesmal?"
Sub1_Theo_4_7_17,"(Er muss die Energie des Dämon gespürt haben ... seine Persönlichkeit hat sich wieder geändert.)"
Sub1_Theo_4_7_18,"Wartet, wartet. "
Sub1_Theo_4_7_19,"Ich bin nur gekommen, weil es mit euch Spaß macht. "
Sub1_Theo_4_7_20,"Ich gehe einem Kampf nicht aus dem Weg, wenn ihr ihn wollt."
Sub1_Theo_4_7_21,"Ich habe zahllose Dämonen gesehen."
Sub1_Theo_4_7_22,"Wenn du irgendetwas im Schilde führst, töte ich dich."
Sub1_Theo_4_7_23,"Oh? Ich mag das Geräusch, das du machst. "
Sub1_Theo_4_7_24,"... Und ich kann diese Frau an dir riechen."
Sub1_Theo_4_7_25,"Diese Dämonenfrau mit dem widerlichen Hobby."
Sub1_Theo_4_7_26,"Und das."
Sub1_Theo_4_7_27,"Das Legios?"
Sub1_Theo_4_7_28,"He ... es nennt sich Legios?"
Sub1_Theo_4_7_29,"Wusstest du, dass es wirklich übel wird, wenn man nicht damit umgehen kann? "
Sub1_Theo_4_7_30,"Es sieht aus, als ob du es hier kaum in Zaum halten konntest. Das Ding ist wirklich gefährlich."
Sub1_Theo_4_7_31,"Ich weiß."
Sub1_Theo_4_7_32,"Ich weiß ..."
Sub1_Theo_4_7_33,"Hm?!"
Sub1_Theo_4_7_34,"Oh?! Ist das eine Möglichkeit, in den Traum zu gehen?"
Sub1_Theo_4_7_35,"Hey. Du bist einen Sukkubus, oder? Versuch hier nichts, klar?!"
Sub1_Theo_4_7_36,"Ein Feind von zuvor ist nun also ein Verbündeter? Wie niedlich."
Sub1_Theo_4_7_37,"Was redest du da?"
Sub1_Theo_4_7_38,"Oh, du bist aus der Nähe ganz schön niedlich!"
Sub1_Theo_4_7_39,"Du hast es aber wohl übertrieben. Na ja, klar. "
Sub1_Theo_4_7_40,"Du hast dieses gefährliche Kind benutzt, natürlich bist du müde."
Sub1_Theo_4_7_41,"Ich bin nicht sicher, ob er im Speer gefangen wurde, oder mit Absicht bleibt."
Sub1_Theo_4_7_42,"Aber wenn er herauskommt, wird es furchtbar. Ernsthaft ..."
Sub1_Theo_4_7_43,"Was? Redest du mit mir? Also, was ist damit? "
Sub1_Theo_4_7_44,"Wenn er herauskommt, haue ich ihn einfach um. Genau wie bisher ..."
Sub1_Theo_4_7_45,"Oh? Der Arm?"
Sub1_Theo_4_7_46,"Du hast ihn vorhin schon gesehen. Was ist jetzt los?"
Sub1_Theo_4_7_47,"Warum? Sehe ich jetzt niedlicher aus?"
Sub1_Theo_4_7_48,"Es ist wie bei Lucikiel."
Sub1_Theo_4_7_49,"..."
Sub1_Theo_4_7_50,"Was hast du gerade gesagt?"
Sub1_Theo_4_7_51,"Es ist so. Es gibt einen wirklich furchtbaren Dämon, der denselben Arm wie du hat."
Sub1_Theo_4_7_52,"Hm? Oh, du bist ein Halb-Nitwit?"
Sub1_Theo_4_7_53,"Was machst du?! Verschwinde!"
Sub1_Theo_4_7_54,"Kyah!"
Sub1_Theo_4_7_55,"Ich bin sicher ... Hm. Das ist Lucikiels Geruch. "
Sub1_Theo_4_7_56,"Bist du Lucikiels Sohn?"
Sub1_Theo_4_7_57,"Das wollte ich fragen."
Sub1_Theo_4_7_58,"Ha ha ha! Sieht aus, als würde es jetzt richtig interessant werden!"
Sub1_Theo_4_8_1,"Ich rannte wie verrückt durch den Wald."
Sub1_Theo_4_8_2,"Ich rannte, ohne zu wissen, wohin"
Sub1_Theo_4_8_3,"und mir fiel nicht einmal auf, dass ich außer Atem war."
Sub1_Theo_4_8_4,"Ich wusste nicht, wo meine Beine mich hinbringen würden."
Sub1_Theo_4_8_5,"Ich rannte und rannte und am Ende stand ich vor ihr."
Sub1_Theo_4_8_6,"Der Wind blies."
Sub1_Theo_4_8_7,"Und trug einen Geruch mit sich."
Sub1_Theo_4_8_8,"...Ah. Ah ... Ah ..."
Sub1_Theo_4_8_9,"Ich konnte nicht sprechen."
Sub1_Theo_4_8_10,"Meine Hände zitterten."
Sub1_Theo_4_8_11,"Genau wie meine Stimme, die ich leise erhob."
Sub1_Theo_4_8_12,"... Wie"
Sub1_Theo_4_8_13,"... geht es dir?"
Sub1_Theo_4_8_14,"Wer ..."
Sub1_Theo_4_8_15,"... bist du?"
Sub1_Theo_4_8_16,"Ihre Pupillen waren leer."
Sub1_Theo_4_8_17,"Es fühlte sich seltsam an, sie lebendig zu sehen, wenn sie doch in Frieden ruhen sollte."
Sub1_Theo_4_8_18,"Mein lieber Speer. Leute sind in Gefahr. Bitte, haltet den Berserker-Golem auf."
Sub1_Theo_4_8_19,"Aber, meine Dame!"
Sub1_Theo_4_8_20,"Sorge dich nicht um mich, ich beschütze diesen Ort."
Sub1_Theo_4_8_21,"Ich werde hier sein, wenn du zurückkommst."
Sub1_Theo_4_8_22,"Aber!"
Sub1_Theo_4_8_23,"Ich kann es nicht vergessen."
Sub1_Theo_4_8_24,"Ihre Augen."
Sub1_Theo_4_8_25,"Ihr Ausdruck."
Sub1_Theo_4_8_26,"Ihr Lächeln."
Sub1_Theo_4_8_27,"Ich werde sicher zurückkommen."
Sub1_Theo_4_8_28,"Sicher ... Ich werde dich beschützen, komme, was wolle."
Sub1_Theo_4_8_29,"Ja. Ich glaube dir, Theo."
Sub1_Theo_4_8_30,"Ich... Ich bin endlich zurückgekommen."
Sub1_Theo_4_8_31,"Zurückgekommen ...?"
Sub1_Theo_4_8_32,"Endlich ... Ich ... hätte es beinahe ... nicht geschafft ..."
Sub1_Theo_4_8_33,"Tränen ... Sie fließen, wenn etwas schmerzt ..."
Sub1_Theo_4_8_34,"Ja, es schmerzt ... es schmerzt stark."
Sub1_Theo_4_8_35,"Warum ...?"
Sub1_Theo_4_8_36,"Ich werde dich beschützen. "
Sub1_Theo_4_8_37,"Selbst, wenn du dich nicht an mich erinnerst."
Sub1_Theo_4_8_38,"Von jetzt ... für die Ewigkeit ..."
Sub1_Theo_4_8_39,"Ich werde schützend an deiner Seite stehen."
Sub1_Theo_4_8_40,"Ich werde dich nicht verlassen."
Sub1_Theo_4_8_41,"Ah ..."
Sub1_Theo_4_8_42,"Eine leise Erinnerung, die wiederaufgetaucht ist ..."
Sub1_Theo_4_8_43,"Ich weiß jetzt wieder ..."
Sub1_Theo_4_8_44,"Diese Stimme ... Diese ... diese Augen ..."
Sub1_Theo_4_8_45,"Der, der mich immer beschützt hat ..."
Sub1_Theo_4_8_46,"Mit diesem beständigen Herz ..."
Sub1_Theo_4_8_47,"... Ja, mein Ritter."
Sub1_Theo_4_8_48,"Meine Dame?"
Sub1_Theo_4_8_49,"Ich wusste, dass du wiederkommen würdest ..."
Sub1_Theo_4_8_50,"Ich habe an dich geglaubt ..."
Sub1_Theo_4_8_51,"Theo ..."
Sub1_Theo_4_8_52,"Ah, welch blasses Glück."
Sub1_Theo_4_8_53,"Aber es ist noch zu früh für euer Treffen."
Sub1_Theo_4_8_54,"Hey ..."
Sub1_Theo_4_8_55,"Hey ... Ah ..."
Sub1_Theo_4_8_56,"Hey!"
Sub1_Theo_4_9_1,"Hey! Wach auf."
Sub1_Theo_4_9_2,"Ah ..."
Sub1_Theo_4_9_3,"Was? Hör auf zu heulen und steh auf."
Sub1_Theo_4_9_4,"Ein Traum ... Es war ein Traum ..."
Sub1_Theo_4_9_5,"Ja, ein Traum. "
Sub1_Theo_4_9_6,"Du bist plötzlich umgefallen und hast nicht zu heulen aufgehört."
Sub1_Theo_4_9_7,"Sukkubus, hast du etwas mit ihm getan?"
Sub1_Theo_4_9_8,"He he, ist es nicht offensichtlich? Nun, ich würde ihn glücklich machen, statt ihn zum Weinen zu bringen."
Sub1_Theo_4_9_9,"Oh? Stehst du deshalb neben diesem hübschen Mann? Warst du besorgt, dass ich ihm etwas antue?"
Sub1_Theo_4_9_10,"Sei still! Wer soll hier besorgt gewesen sein ...?"
Sub1_Theo_4_9_11,"Er hat geschlafen und dieses Legios hat nicht zu heulen aufgehört. Es war einfach zu laut."
Sub1_Theo_4_9_12,"Nun, irgendein lästiges Ding war an ihm festgemacht, also konnte ich mit diesem leckeren Kerl keinen Spaß haben!"
Sub1_Theo_4_9_13,"Lästig?"
Sub1_Theo_4_9_14,"Ah, es ist nicht einmal ein Sukkubus, kann sich aber in die Träume anderer Leute einmischen. "
Sub1_Theo_4_9_15,"Oh, nicht nur Träume. Sie mischt sich gerne in das Leben Anderer ein."
Sub1_Theo_4_9_16,"Du sagst also, es wäre etwas an ihm festgemacht."
Sub1_Theo_4_9_17,"Ja, richtig fest."
Sub1_Theo_4_9_18,"Ich frage mich, was das Ding mit dir zu tun hat, Süßer?"
Sub1_Theo_4_9_19,"Du meinst Shamilla."
Sub1_Theo_4_9_20,"Ahhh! Sogar ihr Name stört mich!"
Sub1_Theo_4_9_21,"Sie ist meine Rettung."
Sub1_Theo_4_9_22,"Rettung? Sie benutzt dich! Ah, man kann ihr nicht vertrauen! "
Sub1_Theo_4_9_23,"Sie genießt es für hunderte von Jahren, um zu bekommen, was sie will!"
Sub1_Theo_4_9_24,"Es ist mir egal, ob sie mich benutzt."
Sub1_Theo_4_9_25,"*seufz* ... Was, wenn du es später bereust?"
Sub1_Theo_4_9_26,"Nun. Er sagte, es kümmert ihn nicht."
Sub1_Theo_4_9_27,"Und deshalb bin ich hiergeblieben."
Sub1_Theo_4_9_28,"Ihr zwei, was wisst ihr über den Arm?"
Sub1_Theo_4_9_29,"Arm?"
Sub1_Theo_4_9_30,"Lucikiels Arm? "
Sub1_Theo_4_9_31,"Ich habe es doch gesagt. Es ist ein überaus starker Dämonenarm. Und da du nur einen Arm wie diesen hast, bist du wahrscheinlich ein Halb-Nitwit mit seinem Blut."
Sub1_Theo_4_9_32,"Wage es nicht, das nochmal zu sagen!"
Sub1_Theo_4_9_33,"Vor einhundert Jahren ... "
Sub1_Theo_4_9_34,"Einer der Dämonen-Offiziere, die mein Land zerstörten und die ich bekämpft habe, hatte denselben Arm."
Sub1_Theo_4_9_35,"Vor einhundert Jahren? Du hast gekämpft?"
Sub1_Theo_4_9_36,"Was? Du warst vor einhundert Jahren am Leben?"
Sub1_Theo_4_9_37,"Aber du siehst aus, als wärst du Anfang 20! Bist du wirklich über 100 Jahre alt?"
Sub1_Theo_4_9_38,"Ja. Ich habe 90 Jahre geschlafen ..."
Sub1_Theo_4_9_39,"Aber Shamilla hat die Zeit für mich angehalten."
Sub1_Theo_4_9_40,"Sie hat sogar die Zeit manipuliert? "
Sub1_Theo_4_9_41,"Nicht einmal hochrangige Dämonen können die Zeit beeinflussen ..."
Sub1_Theo_4_9_42,"Oh?!"
Sub1_Theo_4_9_43,"Das Kind!"
Sub1_Theo_4_9_44,"??"
Sub1_Theo_4_9_45,"Legios! Sie hat ihn benutzt, um die Zeit anzuhalten. "
Sub1_Theo_4_9_46,"So ein furchterregendes Kind!"
Sub1_Theo_4_9_47,"Ist das Ding wirklich so toll?"
Sub1_Theo_4_9_48,"Nun, ich bin sicher, dass es nur diesen wunderbaren Mann betrifft."
Sub1_Theo_4_9_49,"Ich bin Theo."
Sub1_Theo_4_9_50,"Hm? Du weißt also, dass ich damit dich meine?"
Sub1_Theo_4_9_51,"..."
Sub1_Theo_4_9_52,"Lenk nicht vom Thema ab. Also, weiter?"
Sub1_Theo_4_9_53,"Also, dieser wunderbare Mann ... Theo, meine ich. Er ist der Einzige, der es berühren kann. "
Sub1_Theo_4_9_54,"Ich habe versucht, es anzufassen, aber es war so geladen, ich wurde beinahe bewusstlos."
Sub1_Theo_4_9_55,"Dieses Kind leiht seine Macht nur der Person, die es anerkannt hat. Anders ausgedrückt: nur Theo."
Sub1_Theo_4_9_56,"Deshalb konnte dieses lästige Ding Legios nutzen, um Theos Zeit anzuhalten."
Sub1_Theo_4_9_57,"Wenn das nicht wäre, könnte nicht einmal ein hochrangiger Dämon die Zeit stoppen."
Sub1_Theo_4_9_58,"Dieses Ding hat also das Unmögliche möglich gemacht?"
Sub1_Theo_4_9_59,"Ja. Deshalb ist das Kind so unheimlich."
Sub1_Theo_4_9_60,"... Legios."
Sub1_Theo_4_9_61,"Es tut mir leid, aber ..."
Sub1_Theo_4_9_62,"Warum bist du so höflich zu ihm, aber beleidigst mich?"
Sub1_Theo_4_9_63,"Hm, Halb-Nitwit? Ha ha ha. Es ist so niedlich."
Sub1_Theo_4_9_64,"... Ich bringe dich um."
Sub1_Theo_4_9_65,"Mein Name lautet Ezekiel!"
Sub1_Theo_4_9_66,"Okay, okay. Halb. Nit. Wit."
Sub1_Theo_4_9_67,"Ich töte dich!"
Sub1_Theo_4_9_68,"Kyah! Ich werde wirklich sterben!"
Sub1_Theo_4_9_69,"Oh? Ist es wirklich schon so spät?"
Sub1_Theo_4_9_70,"Ach ja! Ich hatte so viel Spaß beim Spielen, dass ich die Prinzessin zu lange alleine gelassen habe!"
Sub1_Theo_4_9_71,"Ich mache mich besser auf den Weg! "
Sub1_Theo_4_9_72,"Hat Spaß gemacht mit euch beiden!"
Sub1_Theo_4_9_73,"Hey, läufst du davon?"
Sub1_Theo_4_9_74,"He he he, ich habe Flügel, also fliege ich!"
Sub1_Theo_4_9_75,"Hey! Sukkubus! Bleib sofort stehen!"
Sub1_Theo_4_9_76,"Du hast mir deinen Namen gesagt, also verrate ich dir meinen."
Sub1_Theo_4_9_77,"Ich heiße Epis!"
Sub1_Theo_4_9_78,"!?"
Sub1_Theo_4_9_79,"Man sieht sich, Leute!"
Sub1_Theo_4_9_80,"Wow, sie ist einfach davongeflogen. Flügel sind wirklich nützlich."
Sub1_Theo_4_9_81,"??"
Sub1_Theo_4_9_82,"Warum starrst du so?"
Sub1_Theo_4_9_83,"... E ... pis ..."
Sub1_Theo_4_9_84,"Wow!"
Sub1_Theo_4_9_85,"Was nun?!"
Sub1_Theo_4_9_86,"Hey! Warte! Warum beeilt er sich so?!"
Sub1_Theo_4_10_1,"Oh, dieser Wald! Warum gibt es hier nur so viel Schmutz?!"
Sub1_Theo_4_10_2,"Bewegung!"
Sub1_Theo_4_11_1,"Uff. Ich glaube, ich habe mich um die meisten gekümmert."
Sub1_Theo_4_11_2,"Hey, warum bist du einfach so weggelaufen?"
Sub1_Theo_4_11_3,"Epis ... Das war Epis."
Sub1_Theo_4_11_4,"Du meinst den Sukkubus?"
Sub1_Theo_4_11_5,"Ich muss sie finden."
Sub1_Theo_4_11_6,"Ich muss Epis finden."
Sub1_Theo_4_11_7,"... Oh. Hm. Dann triff sie doch einfach?"
Sub1_Theo_4_11_8,"... ?"
Sub1_Theo_4_11_9,"Wenn ich du wäre, würde ich laufen, und nicht einfach so herumstehen."
Sub1_Theo_4_11_10,"Danke. Das verstehe ich jetzt."
Sub1_Theo_4_11_11,"Dann ..."
Sub1_Theo_4_11_12,"..."
Sub1_Theo_4_11_13,"..."
Sub1_Theo_4_11_14,"??"
Sub1_Theo_4_11_15,"Hmm ... Was ist mit dir?"
Sub1_Theo_4_11_16,"Beachte mich nicht. "
Sub1_Theo_4_11_17,"Ich bin in dieselbe Richtung unterwegs."
Sub1_Theo_4_11_18,"Hmm ..."
Sub1_Theo_4_11_19,"Ich muss diesen Sukkubus auch sehen."
Sub1_Theo_4_11_20,"Es sah so aus, als kannte sie den Eigentümer dieses Arms."
Sub1_Theo_4_11_21,"Meinen Vater."
Sub1_Theo_4_11_22,"... Es sollte in Ordnung sein."
Sub1_Theo_4_11_23,"Sie war auf dem Weg nach Westen. Wir könnten in dieser Richtung etwas finden."
Sub1_Theo_4_11_24,"Ich bezweifle jedoch, dass sie in diesen roten Vulkan geflogen ist."
Sub1_Theo_4_11_25,"Und ..."
Sub1_Theo_4_11_26,"Mich beschleicht das Gefühl, diese Reise wird kein einsames Unterfangen bleiben."
Sub1_Theo_4_11_27,"Fortsetzung folgt..."
Sub1_Theo_4_11_28,"Bei meinem Erwachen sollte der neunzigste Winter angebrochen sein. "
Sub1_Theo_4_11_29,"Heute fühlt es sich eher so an wie der hundertste Winter."
