KEY,"Russian"
Sub1_Theo_1_1_1,"Книга Тэо"
Sub1_Theo_1_1_2,"После встречи с тобой ко мне пришло осознание."
Sub1_Theo_1_1_3,"Что этот мир – чудесное место."
Sub1_Theo_1_1_4,"Я умел только сражаться."
Sub1_Theo_1_1_5,"А ты стала моим небом и моим солнцем. "
Sub1_Theo_1_1_6,"В день, когда я преклонил перед тобой колено,"
Sub1_Theo_1_1_7,"ты была так прекрасна среди всех тех цветов. "
Sub1_Theo_1_1_8,"Но не красочные цветы вокруг, "
Sub1_Theo_1_1_9,"а румянец на твоих щеках – вот,"
Sub1_Theo_1_1_10,"что заставило трепетать мое сердце."
Sub1_Theo_1_1_11,"Меня зовут Тэо Фил Грэйем. "
Sub1_Theo_1_1_12,"Я твой рыцарь и твой копьеносец, и я отдам свою жизнь за тебя."
Sub1_Theo_1_1_13,"В тот день, когда я попрощался со своей прошлой жизнью"
Sub1_Theo_1_1_14,"и поприветствовал новую жизнь с тобой,"
Sub1_Theo_1_1_15,"в тот день, когда ты держала меня за руку, огрубевшую от многолетних упражнений с копьем,"
Sub1_Theo_1_1_16,"а я стоял весь в крови,"
Sub1_Theo_1_1_17,"чувствуя тепло твоего тела... "
Sub1_Theo_1_1_18,"В тот день я принял решение."
Sub1_Theo_1_1_19,"Я готов отказаться от своего прошлого, лишь бы держать тебя за руку."
Sub1_Theo_1_1_20,"Да, небо всегда было ясным, когда я возвращался к тебе. "
Sub1_Theo_1_1_21,"Ветер, треплющий мои волосы,"
Sub1_Theo_1_1_22,"был похож на твое нежное прикосновение."
Sub1_Theo_1_1_23,"Да... В тот день,"
Sub1_Theo_1_1_24,"когда я тебя потерял, я понял."
Sub1_Theo_1_1_25,"На короткий миг"
Sub1_Theo_1_1_26,"я осознал, что"
Sub1_Theo_1_1_27,"те замечательные дни больше никогда не вернутся."
Sub1_Theo_1_1_28,"В тот день ты уснула."
Sub1_Theo_1_1_29,"Как же мне хотелось уснуть рядом с тобой. "
Sub1_Theo_1_1_30,"Я понял, чего хочу..."
Sub1_Theo_1_1_31,"Я хочу встретиться с тобой снова..."
Sub1_Theo_2_1_1,"Мой дорогой копьеносец. Люди в опасности."
Sub1_Theo_2_1_2,"Умоляю, останови голема-берсерка."
Sub1_Theo_2_1_3,"Но моя госпожа!"
Sub1_Theo_2_1_4,"Не переживай, я останусь здесь и буду защищаться. "
Sub1_Theo_2_1_5,"Когда ты вернешься, я буду ждать тебя здесь."
Sub1_Theo_2_1_6,"Но..."
Sub1_Theo_2_1_7,"Тэо..."
Sub1_Theo_2_2_1,"Теперь, когда тебя больше нет, у меня ничего не осталось."
Sub1_Theo_2_2_2,"За прошедшие 100 лет мне даже нечего вспомнить."
Sub1_Theo_2_2_3,"Республика Грэй... "
Sub1_Theo_2_2_4,"Республика Грэй исчезла без следа."
Sub1_Theo_2_2_5,"Что?!"
Sub1_Theo_2_3_1,"Даже если тут замешена сила Священного меча..."
Sub1_Theo_2_3_2,"Я не могу поверить, что проиграл какому-то пацану..."
Sub1_Theo_2_3_3,"А эта предательница отняла у меня мою дочь, мой шедевр и мое сокровище..."
Sub1_Theo_2_3_4,"Тел не осталось... "
Sub1_Theo_2_3_5,"Люди из Республики Грэй подошли бы как нельзя кстати..."
Sub1_Theo_2_3_6,"Знал бы заранее, поймал бы парочку для моих экспериментов."
Sub1_Theo_2_4_1,"Ты... "
Sub1_Theo_2_4_2,"Ты... "
Sub1_Theo_2_4_3,"Ты!"
Sub1_Theo_2_4_4,"Ч-что?!"
Sub1_Theo_2_5_1,"Ох!"
Sub1_Theo_2_5_2,"То самое красное копье!"
Sub1_Theo_2_5_3,"Этот знак... Неужели ты... Не может быть!"
Sub1_Theo_2_6_1,"Я убью тебя!"
Sub1_Theo_2_6_2,"Это мы еще посмотрим!"
Sub1_Theo_2_6_3,"Мальдук вспомнил."
Sub1_Theo_2_6_4,"Это тот человек, который не побоялся противостоять даже верховным демонам."
Sub1_Theo_2_6_5,"Мальдук оказывал им поддержку издалека,"
Sub1_Theo_2_6_6,"поэтому хорошо помнил те события."
Sub1_Theo_2_6_7,"Ужасная красная молния, бившая с небес сотни раз."
Sub1_Theo_2_6_8,"И этот человек, выглядевший как призрак, поражал демонов своим копьем."
Sub1_Theo_2_6_9,"Как?! Как ты здесь оказался?"
Sub1_Theo_2_6_10,"Ты должен был умереть сотню лет назад!"
Sub1_Theo_2_7_1,"А-а-а!"
Sub1_Theo_2_7_2,"Т-ты все равно всего лишь человек!"
Sub1_Theo_2_7_3,"Хм? Рана от его копья не затягивается."
Sub1_Theo_2_7_4,"Что за чертовщина?! И я теряю ману?!"
Sub1_Theo_2_8_1,"Х-хватит!"
Sub1_Theo_2_8_2,"Заткнись!"
Sub1_Theo_2_8_3,"А-а-а!"
Sub1_Theo_2_8_4,"Я не прощу тебя. Никогда и ни за что."
Sub1_Theo_2_8_5,"Страна... Люди... Они доверились тебе..."
Sub1_Theo_2_8_6,"И моя любимая!"
Sub1_Theo_2_8_7,"Я убью тебя... Да, прикончу, как собаку."
Sub1_Theo_2_8_8,"И всех вас! С сегодняшнего дня!"
Sub1_Theo_2_8_9,"Я найду вас всех и убью."
Sub1_Theo_2_8_10,"О-ох! "
Sub1_Theo_2_8_11,"Джейн Грей жива!"
Sub1_Theo_2_8_12,"Хм?!"
Sub1_Theo_2_8_13,"Что?.."
Sub1_Theo_2_8_14,"Да, она жива!"
Sub1_Theo_2_8_15,"Она..."
Sub1_Theo_2_8_16,"Жива?.."
Sub1_Theo_2_8_17,"Она жива..."
Sub1_Theo_2_8_18,"Жива."
Sub1_Theo_2_8_19,"Мое заветное желание сбылось."
Sub1_Theo_2_8_20,"Теперь я могу перестать вести никчемную жизнь."
Sub1_Theo_2_8_21,"И мне не нужно больше продолжать бесцельные скитания, полные тоски и пустоты."
Sub1_Theo_2_8_22,"Да. Джейн Грей получила новую жизнь благодаря темной силе."
Sub1_Theo_2_8_23,"Где она?.."
Sub1_Theo_2_8_24,"Я не знаю."
Sub1_Theo_2_8_25,"Говори!"
Sub1_Theo_2_8_26,"Э-Эфис! Эта предательница и пацаненок со Священным мечом забрали ее."
Sub1_Theo_2_8_27,"Э..."
Sub1_Theo_2_8_28,"Я больше ничего не знаю! "
Sub1_Theo_2_8_29,"Правда?.."
Sub1_Theo_2_8_30,"Тогда умри."
Sub1_Theo_2_8_31,"Ч-что?!"
Sub1_Theo_2_9_1,"На, получи!"
Sub1_Theo_2_9_2,"Мерзавец! Если бы не рана от Священного меча!"
Sub1_Theo_2_10_1,"Погоди!"
Sub1_Theo_2_10_2,"Хм?!"
Sub1_Theo_2_10_3,"Кто ты?!"
Sub1_Theo_2_10_4,"Ха-ха, каково это очнуться от своего сладкого сна, принц?"
Sub1_Theo_2_10_5,"Ты... Шамилья."
Sub1_Theo_2_10_6,"Ха-ха, а ты не забыл меня за все это время."
Sub1_Theo_2_10_7,"Рада тебя снова видеть. "
Sub1_Theo_2_10_8,"Кажется, он сильно удивлен твоим появлением... Ха-ха."
Sub1_Theo_2_10_9,"Неудивительно... Ха-ха-ха! Хорошо, что я тебя тогда спрятала."
Sub1_Theo_2_10_10,"Если бы он тебя нашел, то использовал бы в своих экспериментах."
Sub1_Theo_2_10_11,"Знаешь, а ты все такой же суровый, как и раньше."
Sub1_Theo_2_10_12,"Нет, правда... Такой... Ха-ха-ха! Я так напугана! Аж вся дрожу!"
Sub1_Theo_2_10_13,"Почему ты меня остановила?"
Sub1_Theo_2_10_14,"Мальдук – мерзавец и подлый предатель Республики Грэй!"
Sub1_Theo_2_10_15,"Какое у тебя грозное лицо."
Sub1_Theo_2_10_16,"Прости, хм, но у меня на него кое-какие планы."
Sub1_Theo_2_10_17,"Очень любопытно, каким образом он обратился в демона, как только открылся портал. "
Sub1_Theo_2_10_18,"Мне он пока нужен живым."
Sub1_Theo_2_10_19,"Но у меня для тебя хорошие новости."
Sub1_Theo_3_1_1,"Прошла зима и пришла весна."
Sub1_Theo_3_1_2,"Еще одна зима прошла, и весна приходила еще много-много раз..."
Sub1_Theo_3_1_3,"Но я все никак не забуду тот весенний день, когда мы встретились."
Sub1_Theo_3_2_1,"Метель застилала взор густым снегом."
Sub1_Theo_3_2_2,"Порывистый ветер пронизывал"
Sub1_Theo_3_2_3,"до костей, истязая и без того обессиленное тело."
Sub1_Theo_3_2_4,"Прошло уже полтора дня с тех пор, как он начал свое путешествие на вершину горы. "
Sub1_Theo_3_2_5,"На середине пути, казалось, уже сама гора была недовольна упорством этого"
Sub1_Theo_3_2_6,"человека и старалась сломить Тэо во что бы то ни стало."
Sub1_Theo_3_2_7,"Резкие порывы ветра хлестали по его щекам,"
Sub1_Theo_3_2_8,"а покрытая снегом земля не хотела пускать его дальше. "
Sub1_Theo_3_2_9,"Бледные щеки Тэо стали красными от мороза,"
Sub1_Theo_3_2_10,"а волосы спутались от набившегося в них снега."
Sub1_Theo_3_3_1,"Каждый шаг давался Тэо с трудом, он постоянно проваливался в рыхлый снег. "
Sub1_Theo_3_3_2,"Он уже не понимал, откуда пришел, так как следы тут же заметала метель. "
Sub1_Theo_3_3_3,"Если снег становился слишком глубоким, он старался найти обходной путь."
Sub1_Theo_3_3_4,"Но несмотря на все попытки горы помешать ему, Тэо упорно продолжал идти вперед. "
Sub1_Theo_3_3_5,"Тот, кого ты ищешь, находится в Заснеженных горах Виндланда."
Sub1_Theo_3_3_6,"Надеюсь, ты сможешь развеселить меня, когда доберешься до места."
Sub1_Theo_3_3_7,"Кажется, в самом ветре слышался смех Шамильи."
Sub1_Theo_3_4_1,"Пещера была очень высокой: двадцать человек должны были стать на плечи друг друга, чтобы достать до ее потолка."
Sub1_Theo_3_4_2,"И она была настолько широкой, что можно было бы бежать несколько часов, и все равно не успеть обежать ее всю."
Sub1_Theo_3_4_3,"Язык не поворачивался назвать это место пещерой."
Sub1_Theo_3_4_4,"В зале находилось множество ледяных колонн, сверкавших подобно кристаллам,"
Sub1_Theo_3_4_5,"а стены были покрыты инеем. Великолепие этой пещеры поражало воображение. "
Sub1_Theo_3_5_1,"Это здесь. Она не обманула."
Sub1_Theo_3_5_2,"Что ты тут забыл, человек?"
Sub1_Theo_3_5_3,"Хм?!"
Sub1_Theo_3_5_4,"Этот голос... Обжигающе холодный голос эхом разнесся по пещере."
Sub1_Theo_3_5_5,"На плечи человека падал водопад серебристых волос, "
Sub1_Theo_3_5_6,"из его лба торчали два рога, которые придавали ему сверхъестественный вид,"
Sub1_Theo_3_5_7,"а ничего не выражающий взгляд буквально заставил Тэо застыть на месте."
Sub1_Theo_3_5_8,"Ты – маг... Нет, ты не человек. Демон?"
Sub1_Theo_3_5_9,"Я спросил, что ты здесь делаешь."
Sub1_Theo_3_5_10,"Я ищу... Я хочу кое с кем повидаться..."
Sub1_Theo_3_5_11,"Я спал долгое время и так давно ее не видел."
Sub1_Theo_3_5_12,"И почему ты ищешь ее здесь?"
Sub1_Theo_3_5_13,"Я слышал, что здесь есть девушка, которая впала в сон."
Sub1_Theo_3_5_14,"Хм..."
Sub1_Theo_3_5_15,"Не знаю, кто тебе рассказал о ней, но она не та, кого ты ищешь."
Sub1_Theo_3_5_16,"Хм..."
Sub1_Theo_3_5_17,"Один раз... "
Sub1_Theo_3_5_18,"Я просто хочу ее увидеть. Собственными глазами."
Sub1_Theo_3_5_19,"Пожалуйста."
Sub1_Theo_3_5_20,"С чего вдруг я должен выполнять твою просьбу?"
Sub1_Theo_3_5_21,"Прости, если я нарушил твой покой. Пожалуйста. Позволь мне один раз на нее взглянуть. "
Sub1_Theo_3_5_22,"Я рисковал жизнью, чтобы сюда прийти."
Sub1_Theo_3_5_23,"Я повторю еще раз: она не та, кого ты ищешь."
Sub1_Theo_3_5_24,"Хм..."
Sub1_Theo_3_5_25,"Хм..."
Sub1_Theo_3_5_26,"То есть ты мне отказываешь? Я так давно..."
Sub1_Theo_3_5_27,"Я так давно ее не видел... Десятки лет."
Sub1_Theo_3_5_28,"Меня не интересуют дела людей, и ты и так уже отнял у меня слишком много времени."
Sub1_Theo_3_5_29,"Хм..."
Sub1_Theo_3_5_30,"Ты испытываешь мое терпение."
Sub1_Theo_3_5_31,"А теперь забудь, что ты здесь видел, и возвращайся, откуда пришел."
Sub1_Theo_3_5_32,"Иногда необязательно скрещивать мечи, чтобы понять очевидные вещи. "
Sub1_Theo_3_5_33,"Этот парень силен."
Sub1_Theo_3_5_34,"Он явно гораздо сильнее."
Sub1_Theo_3_5_35,"Но..."
Sub1_Theo_3_5_36,"Сейчас ты умрешь."
Sub1_Theo_3_5_37,"Я... и так уже мертв."
Sub1_Theo_3_5_38,"Хм-м."
Sub1_Theo_3_5_39,"Парень знал, что тот, кто решился"
Sub1_Theo_3_5_40,"пожертвовать своей жизнью, представляет самую большую опасность."
Sub1_Theo_3_5_41,"А еще он уловил в этом человеке давно уже позабытое чувство. "
Sub1_Theo_3_5_42,"Что же это такое... Наверное, тоска. "
Sub1_Theo_3_5_43,"Кажется, именно это чувство он испытывал когда-то и сам. "
Sub1_Theo_3_5_44,"Значит, я убью тебя еще раз."
Sub1_Theo_3_6_1,"Андарта! Андрастэ!"
Sub1_Theo_3_7_1,"Что ж, я так просто не сдамся..."
Sub1_Theo_3_7_2,"Взвой, Легиос!"
Sub1_Theo_3_8_1,"Хм?!"
Sub1_Theo_3_8_2,"Что?.."
Sub1_Theo_3_8_3,"Какой назойливый..."
Sub1_Theo_3_8_4,"Невероятно назойливый. "
Sub1_Theo_3_8_5,"Такой назойливый, что"
Sub1_Theo_3_8_6,"ему даже пришлось позабыть о своем привычном высокомерии."
Sub1_Theo_3_8_7,"Как только этот человек решился бросить ему вызов... "
Sub1_Theo_3_8_8,"Никто на всем континенте даже не помышлял о таком. "
Sub1_Theo_3_8_9,"Даже целая империя не сумела заставить его пошевелить хоть пальцем."
Sub1_Theo_3_8_10,"А этот человек решился противостоять ему из-за какой-то девушки? "
Sub1_Theo_3_8_11,"Непостижимо..."
Sub1_Theo_3_8_12,"Хорошо. Но только один раз. И если мне что-то не понравится..."
Sub1_Theo_3_8_13,"Я заморожу тебя так, что смерть покажется тебе подарком."
Sub1_Theo_3_9_1,"Когда я очнулся, шла девяностая зима подряд. \nСегодня, кажется, наступит сотая зима."
Sub1_Theo_3_9_2,"Я обнаружил лишь склеп из холодного камня, и что рядом со мной нет тебя..."
Sub1_Theo_3_9_3,"Мне все равно, как и почему я опять жив."
Sub1_Theo_3_9_4,"Но я должен найти тебя, чтобы снова услышать твое поздравление с первым днем весны."
Sub1_Theo_3_9_5,"Э..."
Sub1_Theo_3_9_6,"Я вижу эту женщину впервые... "
Sub1_Theo_3_9_7,"Она закована в лед, но кажется спящей. "
Sub1_Theo_3_9_8,"Говорил же, что это не она."
Sub1_Theo_3_9_9,"Да..."
Sub1_Theo_3_9_10,"Но я и так с самого начала был почти уверен, что парень говорит правду. "
Sub1_Theo_3_9_11,"Уж очень он был уверен в своей правоте."
Sub1_Theo_3_9_12,"Но как же не хотелось оставлять хоть призрачную, но надежду."
Sub1_Theo_3_9_13,"И каким же жалким, наверное, я выглядел со стороны."
Sub1_Theo_3_9_14,"Спасибо, что уделил время и пошел мне навстречу."
Sub1_Theo_3_9_15,"Хм-м."
Sub1_Theo_3_9_16,"Но, может, ты о ней что-нибудь знаешь?.."
Sub1_Theo_3_9_17,"Даже не продолжай..."
Sub1_Theo_3_9_18,"Сто лет назад она возглавляла Республику Грэй."
Sub1_Theo_3_9_19,"Слушай, мне все равно."
Sub1_Theo_3_9_20,"Джейн Грей, миниатюрная девушка с белоснежными волосами и глазами алого цвета. "
Sub1_Theo_3_9_21,"Пожалуйста... Хотя бы что-то."
Sub1_Theo_3_9_22,"Я устал и душевно, и физически. "
Sub1_Theo_3_9_23,"Этому долгому путешествию все не было конца..."
Sub1_Theo_3_9_24,"Чувство безысходности съедало меня изнутри."
Sub1_Theo_3_9_25,"Меня не интересует исчезнувшая республика."
Sub1_Theo_3_9_26,"И меня не волнуют дела простых людей."
Sub1_Theo_3_9_27,"Что ж, ведь ты..."
Sub1_Theo_3_9_28,"бессмертный..."
Sub1_Theo_3_9_29,"Наши жалкие жизни – мелкие песчинки для тебя."
Sub1_Theo_3_9_30,"Хм..."
Sub1_Theo_3_9_31,"Многоуважаемый, прости, что был так непочтителен с тобой все это время."
Sub1_Theo_3_9_32,"Хм-м. Звучит, как издевка."
Sub1_Theo_3_9_33,"И ты так говоришь, будто знаешь, кто я такой."
Sub1_Theo_3_9_34,"Конечно. Твой внешний вид и невероятное могущество... У меня нет сомнений."
Sub1_Theo_3_9_35,"Я также знаю, что моя жизнь в твоих руках."
Sub1_Theo_3_9_36,"(Знаешь, но все еще тычешь в меня своим копьем...)"
Sub1_Theo_3_9_37,"Хочу спросить тебя кое о чем."
Sub1_Theo_3_9_38,"Я слушаю."
Sub1_Theo_3_9_39,"Почему ты идешь на такие риски, чтобы найти эту девушку?"
Sub1_Theo_3_9_40,"Я дал ей обещание."
Sub1_Theo_3_9_41,"Я обещал, что буду ее защищать."
Sub1_Theo_3_9_42,"Но... я так до сих пор и не могу сдержать своего слова."
Sub1_Theo_3_9_43,"Хм-м..."
Sub1_Theo_3_9_44,"Хм-м..."
Sub1_Theo_3_9_45,"Ты сказал, что провел множество зим во сне, правильно?"
Sub1_Theo_3_9_46,"Когда я очнулся, шла девяностая зима подряд."
Sub1_Theo_3_9_47,"А сейчас..."
Sub1_Theo_3_9_48,"Сейчас уже идет сотая зима."
Sub1_Theo_3_9_49,"Ясно..."
Sub1_Theo_3_9_50,"Сто зим..."
Sub1_Theo_3_9_51,"Парень повторил эту фразу несколько раз."
Sub1_Theo_3_9_52,"Сто зим... Сотня лет ожидания..."
Sub1_Theo_3_9_53,"Немалый срок для человека..."
Sub1_Theo_3_9_54,"Арлетт... Последний раз, когда я тебя видел..."
Sub1_Theo_3_9_55,"Ты пыталась спасти дитя любой ценой..."
Sub1_Theo_3_9_56,"Найди Эфис."
Sub1_Theo_3_9_57,"Эфис..."
Sub1_Theo_3_9_58,"Суккуба. Недавно с ней в компании была какая-то девушка."
Sub1_Theo_3_9_59,"Я не приглядывался, так как мне было неинтересно. "
Sub1_Theo_3_9_60,"Но, кажется, она была похожа на твое описание. "
